ID	HGNC.symbol	rmspe.ratio.avg	initial.predictor.n	selected.predictor.n	predictor	estimate	estimate.sd	best.site.qv	cor.estimate.best.site.qv	cor.pv
ID3761	LTA4H	1.47	17	17	rna	0.159	0.00982	NA	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID448|SART3	0.179	0.00435	0.1	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID662|PABPC1	0.211	0.0106	0.1	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID673|KHDRBS1	0.0791	0.0078	0.0583	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID980|PCBP2	0.112	0.00214	0.109	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID998|SNRPA	-0.0422	0.0118	0.0479	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID1328|PCBP1	0.107	0.00891	0.101	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID1423|SYNCRIP	0.026	0.00298	0.0999	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID2056|TARDBP	0.0102	0.0089	0.0247	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID3437|PTBP1	0.0441	0.00342	0.131	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID3816|EIF2S1	0.0544	0.00936	0.0194	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID4041|SNRNP70	-0.0293	0.00293	0.0224	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID5866|HNRNPH1	-0.0885	0.00619	0.0972	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID6113|NCL	0.00471	0.00503	0.119	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID6707|MATR3	0.0631	0.00633	0.076	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID10525|HNRNPF	0.0633	0.00774	0.0972	0.285	0.284
ID3761	LTA4H	1.47	17	17	ID10589|SRSF1	0.0668	0.00494	0.0341	0.285	0.284
ID3762	ATP2A2	1.23	15	15	rna	0.177	0.00824	NA	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID448|SART3	0.166	0.0141	0.0423	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID662|PABPC1	0.0766	0.0125	0.0423	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID892|SFPQ	0.134	0.0117	0.0725	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID983|EIF4B	0.113	0.00426	0.132	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID998|SNRPA	-0.014	0.00775	0.0273	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID1423|SYNCRIP	-0.0214	0.00429	0.176	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID1706|MBNL1	0.0532	0.00627	0.115	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID2056|TARDBP	0.107	0.00827	0.0459	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID2950|PSPC1	-0.0437	0.0117	0.0725	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID3437|PTBP1	0.0497	0.0067	0.162	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID3576|HNRNPK	-0.0544	0.0177	0.0374	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID3816|EIF2S1	0.124	0.00915	0.101	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID10395|SRSF2	0.0497	0.00685	0.104	-0.0617	0.834
ID3762	ATP2A2	1.23	15	15	ID10589|SRSF1	0.0762	0.0113	0.0482	-0.0617	0.834
ID3763	HMGB2	1.46	21	21	rna	0.208	0.0122	NA	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID260|RBM4	0.0331	0.00308	0.0707	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID448|SART3	0.0955	0.00822	0.0645	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID662|PABPC1	0.111	0.0022	0.0645	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID673|KHDRBS1	-0.111	0.00756	0.07	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID713|G3BP2	0.083	0.00745	0.0795	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID983|EIF4B	0.256	0.0109	0.0123	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID998|SNRPA	0.157	0.00789	0.168	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID1423|SYNCRIP	-0.0532	0.01	0.0552	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID2056|TARDBP	0.0476	0.00667	0.129	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID2455|U2AF2	0.0642	0.00795	0.0566	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID3437|PTBP1	0.0205	0.00701	0.183	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID3509|HNRNPA1	0.104	0.0021	0.194	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID4041|SNRNP70	-0.0327	0.0109	0.177	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID5195|HNRNPA2B1	0.0104	0.0122	0.164	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID5866|HNRNPH1	-0.106	0.00894	0.152	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID10357|NONO	-0.153	0.0109	0.175	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID10395|SRSF2	0.238	0.0102	0.153	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID10525|HNRNPF	0.0599	0.0104	0.152	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID10589|SRSF1	0.108	0.00944	0.14	-0.194	0.412
ID3763	HMGB2	1.46	21	21	ID23008|RBM14	0.0331	0.00311	0.0707	-0.194	0.412
ID3765	TRAM1	1.31	18	18	rna	0.354	0.0201	NA	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID260|RBM4	-0.00664	0.00317	0.0765	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID448|SART3	0.0442	0.00663	0.109	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID662|PABPC1	0.114	0.00801	0.109	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID673|KHDRBS1	0.0799	0.0042	0.116	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID983|EIF4B	0.048	0.00808	0.173	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID998|SNRPA	0.0565	0.0044	0.068	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID1423|SYNCRIP	-0.00202	0.0074	0.117	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID2056|TARDBP	0.0711	0.0037	0.145	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID2455|U2AF2	0.0261	0.0068	0.00339	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID3144|DAZAP1	0.0892	0.0144	0.0903	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID3437|PTBP1	0.0249	0.00483	0.0133	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID3509|HNRNPA1	0.0363	0.00706	0.114	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID5866|HNRNPH1	0.081	0.00575	0.0167	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID10395|SRSF2	0.208	0.0123	0.0833	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID10525|HNRNPF	0.0544	0.00136	0.0167	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID10589|SRSF1	-0.0301	0.00719	0.0226	0.194	0.456
ID3765	TRAM1	1.31	18	18	ID23008|RBM14	-0.0063	0.00316	0.0765	0.194	0.456
ID3768	RPL22	1.34	16	16	rna	0.0676	0.011	NA	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID448|SART3	0.088	0.0042	0.111	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID662|PABPC1	0.124	0.0133	0.111	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID673|KHDRBS1	0.0284	0.00358	0.146	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID892|SFPQ	0.0332	0.00446	0.111	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID980|PCBP2	0.101	0.00799	0.0343	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID1328|PCBP1	0.119	0.0101	0.14	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID1423|SYNCRIP	-0.00165	0.00901	0.15	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID1706|MBNL1	0.07	0.00585	0.0922	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID2455|U2AF2	0.0854	0.00854	0.153	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID2950|PSPC1	-0.0274	0.0181	0.111	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID3437|PTBP1	0.0222	0.00353	0.00771	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID5866|HNRNPH1	-0.0194	0.00894	0.114	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID10395|SRSF2	0.0925	0.00454	0.0184	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID10525|HNRNPF	0.0746	0.0148	0.114	-0.102	0.717
ID3768	RPL22	1.34	16	16	ID10589|SRSF1	0.0351	0.0053	0.0697	-0.102	0.717
ID3773	LDHB	1.52	19	19	rna	0.0728	0.00706	NA	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID107|RBM8A	0.0455	0.00597	0.179	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID260|RBM4	0.00178	0.00228	0.0519	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID657|ACO1	0.101	0.00768	0.0936	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID662|PABPC1	-0.0338	0.00701	0.0983	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID673|KHDRBS1	0.0423	0.00426	0.0684	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID892|SFPQ	0.0373	0.00162	0.0118	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID980|PCBP2	0.0986	0.00941	0.0268	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID998|SNRPA	0.111	0.00518	0.0805	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID1706|MBNL1	0.0745	0.00542	0.0206	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID2455|U2AF2	0.039	0.00257	0.134	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID2950|PSPC1	0.0645	0.00265	0.0118	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID3437|PTBP1	0.0351	0.00159	0.11	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID4041|SNRNP70	0.0436	0.00415	0.164	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID5866|HNRNPH1	0.00928	0.00474	0.147	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID10395|SRSF2	0.154	0.00961	0.0285	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID10525|HNRNPF	0.0304	0.00168	0.147	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID10589|SRSF1	0.00677	0.00619	0.0078	-0.234	0.351
ID3773	LDHB	1.52	19	19	ID23008|RBM14	0.00192	0.00227	0.0519	-0.234	0.351
ID3774	LGALS1	1.02	18	18	rna	0.159	0.0144	NA	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID107|RBM8A	0.0197	0.00452	0.0956	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID260|RBM4	-0.049	0.00769	0.13	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID673|KHDRBS1	-0.0791	0.0117	0.024	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID892|SFPQ	-0.00218	0.00247	0.168	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID980|PCBP2	0.113	0.0153	0.144	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID983|EIF4B	0.0667	0.0105	0.103	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID998|SNRPA	0.0187	0.0069	0.199	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID1423|SYNCRIP	0.0616	0.00518	0.136	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID2950|PSPC1	-0.0564	0.0091	0.168	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID3576|HNRNPK	0.073	0.00987	0.012	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID4003|FUS	0.0713	0.00763	0.134	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID5866|HNRNPH1	0.0468	0.00653	0.0424	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID6113|NCL	0.00667	0.00348	0.161	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID10525|HNRNPF	0.0553	0.00382	0.0424	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID10589|SRSF1	-0.0723	0.00879	0.135	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID10884|SRSF3	0.0921	0.0123	0.0646	-0.194	0.455
ID3774	LGALS1	1.02	18	18	ID23008|RBM14	-0.0488	0.00766	0.13	-0.194	0.455
ID3775	LSM3	1.11	15	15	rna	0.0107	0.00195	NA	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID448|SART3	-0.0601	0.00731	0.0996	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID662|PABPC1	0.00684	0.00453	0.0996	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID673|KHDRBS1	0.00278	0.00314	0.185	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID892|SFPQ	0.0502	0.00568	0.0812	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID983|EIF4B	0.0338	0.00345	0.018	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID998|SNRPA	0.0687	0.00656	0.133	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID1423|SYNCRIP	0.0642	0.00473	0.159	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID2455|U2AF2	0.0741	0.00468	0.0705	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID2950|PSPC1	0.0246	0.00354	0.0812	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID3437|PTBP1	0.0473	0.0016	0.128	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID6113|NCL	-0.00678	0.00601	0.127	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID10395|SRSF2	0.0378	0.00691	0.155	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID10589|SRSF1	0.00225	0.00291	0.00573	-0.143	0.625
ID3775	LSM3	1.11	15	15	ID10884|SRSF3	0.135	0.0114	0.0396	-0.143	0.625
ID3781	HPCAL1	1.15	15	15	rna	0.37	0.0146	NA	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID107|RBM8A	0.109	0.00446	0.044	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID260|RBM4	-0.0199	0.00273	0.0345	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID980|PCBP2	0.106	0.00478	0.043	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID983|EIF4B	0.0208	0.0031	0.104	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID998|SNRPA	-0.0111	0.00268	0.103	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID1706|MBNL1	0.147	0.00606	0.122	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID2227|HNRNPL	0.0405	0.00335	0.0727	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID3437|PTBP1	0.0248	0.00505	0.0533	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID3816|EIF2S1	0.161	0.0098	0.164	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID5866|HNRNPH1	0.0298	0.00711	0.0366	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID10395|SRSF2	-0.0804	0.0115	0.0489	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID10525|HNRNPF	0.0181	0.00823	0.0366	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID10589|SRSF1	0.0342	0.00797	0.0507	0.54	0.0463
ID3781	HPCAL1	1.15	15	15	ID23008|RBM14	-0.0203	0.00271	0.0345	0.54	0.0463
ID3783	MSN	1.38	16	16	rna	0.348	0.00965	NA	0.0613	0.828
ID3783	MSN	1.38	16	16	ID657|ACO1	0.172	0.00649	0.133	0.0613	0.828
ID3783	MSN	1.38	16	16	ID892|SFPQ	0.223	0.012	0.175	0.0613	0.828
ID3783	MSN	1.38	16	16	ID980|PCBP2	-0.0387	0.00957	0.0754	0.0613	0.828
ID3783	MSN	1.38	16	16	ID983|EIF4B	0.306	0.00899	0.183	0.0613	0.828
ID3783	MSN	1.38	16	16	ID1328|PCBP1	-0.0352	0.00831	0.197	0.0613	0.828
ID3783	MSN	1.38	16	16	ID2227|HNRNPL	0.159	0.00511	0.171	0.0613	0.828
ID3783	MSN	1.38	16	16	ID2950|PSPC1	-0.109	0.00478	0.175	0.0613	0.828
ID3783	MSN	1.38	16	16	ID3437|PTBP1	0.152	0.0103	0.106	0.0613	0.828
ID3783	MSN	1.38	16	16	ID3509|HNRNPA1	-0.118	0.00492	0.186	0.0613	0.828
ID3783	MSN	1.38	16	16	ID3576|HNRNPK	0.0536	0.00707	0.0869	0.0613	0.828
ID3783	MSN	1.38	16	16	ID5195|HNRNPA2B1	-0.129	0.011	0.199	0.0613	0.828
ID3783	MSN	1.38	16	16	ID5866|HNRNPH1	-0.0637	0.00766	0.0435	0.0613	0.828
ID3783	MSN	1.38	16	16	ID10395|SRSF2	0.0968	0.0104	0.0202	0.0613	0.828
ID3783	MSN	1.38	16	16	ID10525|HNRNPF	0.0418	0.00686	0.0435	0.0613	0.828
ID3783	MSN	1.38	16	16	ID10589|SRSF1	-0.025	0.0114	0.00358	0.0613	0.828
ID3789	SMC3	1.32	17	17	rna	0.19	0.0126	NA	0.175	0.516
ID3789	SMC3	1.32	17	17	ID107|RBM8A	0.196	0.0122	0.0804	0.175	0.516
ID3789	SMC3	1.32	17	17	ID260|RBM4	0.0801	0.0059	0.0398	0.175	0.516
ID3789	SMC3	1.32	17	17	ID892|SFPQ	0.11	0.00678	0.172	0.175	0.516
ID3789	SMC3	1.32	17	17	ID980|PCBP2	-0.053	0.0183	0.036	0.175	0.516
ID3789	SMC3	1.32	17	17	ID998|SNRPA	0.0528	0.00568	0.0533	0.175	0.516
ID3789	SMC3	1.32	17	17	ID1328|PCBP1	0.0652	0.00433	0.158	0.175	0.516
ID3789	SMC3	1.32	17	17	ID1706|MBNL1	0.05	0.00412	0.198	0.175	0.516
ID3789	SMC3	1.32	17	17	ID2455|U2AF2	0.0531	0.0108	0.12	0.175	0.516
ID3789	SMC3	1.32	17	17	ID2950|PSPC1	-0.0343	0.00764	0.172	0.175	0.516
ID3789	SMC3	1.32	17	17	ID3437|PTBP1	0.091	0.00535	0.0519	0.175	0.516
ID3789	SMC3	1.32	17	17	ID5866|HNRNPH1	-0.0673	0.00617	0.00419	0.175	0.516
ID3789	SMC3	1.32	17	17	ID10357|NONO	-0.0303	0.0187	0.157	0.175	0.516
ID3789	SMC3	1.32	17	17	ID10395|SRSF2	0.205	0.0203	0.123	0.175	0.516
ID3789	SMC3	1.32	17	17	ID10525|HNRNPF	-0.00968	0.00321	0.00419	0.175	0.516
ID3789	SMC3	1.32	17	17	ID10589|SRSF1	0.0452	0.0139	0.0228	0.175	0.516
ID3789	SMC3	1.32	17	17	ID23008|RBM14	0.0803	0.00597	0.0398	0.175	0.516
ID3791	PSME3	1.5	18	18	rna	0.113	0.00564	NA	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID448|SART3	0.00167	0.0043	0.178	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID662|PABPC1	-0.0129	0.00466	0.178	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID980|PCBP2	0.0767	0.005	0.0316	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID983|EIF4B	0.131	0.00433	0.114	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID998|SNRPA	0.0281	0.0062	0.199	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID1328|PCBP1	0.0886	0.00374	0.148	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID2227|HNRNPL	0.0505	0.00167	0.153	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID2455|U2AF2	0.0138	0.00219	0.0357	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID3437|PTBP1	0.0131	0.00151	0.17	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID3576|HNRNPK	0.0498	0.00475	0.125	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID3816|EIF2S1	0.0978	0.00377	0.153	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID5866|HNRNPH1	-0.0247	0.00261	0.0452	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID6707|MATR3	0.0209	0.00179	0.13	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID10395|SRSF2	0.0794	0.00326	0.152	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID10525|HNRNPF	0.05	0.00394	0.0452	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID10589|SRSF1	0.0467	0.00377	0.131	-0.057	0.828
ID3791	PSME3	1.5	18	18	ID10884|SRSF3	0.0788	0.00201	0.0769	-0.057	0.828
ID3792	PEBP1	1.41	19	19	rna	0.0448	0.00381	NA	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID107|RBM8A	0.0485	0.00711	0.0516	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID260|RBM4	0.033	0.00492	0.0196	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID448|SART3	0.0702	0.0063	0.00895	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID657|ACO1	0.0246	0.00895	0.105	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID662|PABPC1	0.136	0.0103	0.00895	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID673|KHDRBS1	-0.0474	0.0121	0.139	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID892|SFPQ	-0.0356	0.00881	0.153	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID980|PCBP2	0.284	0.0199	0.0483	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID998|SNRPA	0.0214	0.00848	0.0389	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID1423|SYNCRIP	0.0908	0.00961	0.0327	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID1706|MBNL1	0.0706	0.003	0.0415	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID2056|TARDBP	0.042	0.00223	0.0663	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID2950|PSPC1	0.0592	0.00331	0.153	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID5866|HNRNPH1	-0.0152	0.00528	0.0242	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID6113|NCL	0.0987	0.00454	0.137	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID10525|HNRNPF	0.0319	0.00842	0.0242	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID10589|SRSF1	0.00657	0.009	0.0341	-0.247	0.324
ID3792	PEBP1	1.41	19	19	ID23008|RBM14	0.0331	0.00494	0.0196	-0.247	0.324
ID3793	ACOT7	1.08	19	19	rna	0.135	0.00945	NA	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID260|RBM4	0.0259	0.00497	0.0431	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID657|ACO1	0.0557	0.00362	0.0686	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID662|PABPC1	0.0175	0.00321	0.0753	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID892|SFPQ	0.0276	0.00523	0.168	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID980|PCBP2	0.0766	0.00529	0.0997	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID998|SNRPA	0.0414	0.00347	0.0126	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID1296|FXR1	0.0304	0.00321	0.194	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID1423|SYNCRIP	0.0297	0.00323	0.113	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID1706|MBNL1	0.0511	0.00212	0.0927	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID2227|HNRNPL	-0.00379	0.00662	0.0322	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID2950|PSPC1	0.0728	0.00593	0.168	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID3509|HNRNPA1	0.00845	0.00748	0.114	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID5195|HNRNPA2B1	0.015	0.0043	0.0916	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID5866|HNRNPH1	0.0473	0.00792	0.0198	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID10395|SRSF2	-0.00901	0.00323	0.122	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID10525|HNRNPF	0.136	0.0107	0.0198	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID10589|SRSF1	-0.0238	0.00389	0.0131	-0.0259	0.919
ID3793	ACOT7	1.08	19	19	ID23008|RBM14	0.0259	0.00497	0.0431	-0.0259	0.919
ID3795	ARL1	1.15	13	13	rna	0.0107	0.00115	NA	0.2	0.533
ID3795	ARL1	1.15	13	13	ID448|SART3	0.0148	0.00156	0.0363	0.2	0.533
ID3795	ARL1	1.15	13	13	ID662|PABPC1	0.0439	0.000974	0.0363	0.2	0.533
ID3795	ARL1	1.15	13	13	ID673|KHDRBS1	0.0319	0.00124	0.0674	0.2	0.533
ID3795	ARL1	1.15	13	13	ID983|EIF4B	0.0461	0.00163	0.166	0.2	0.533
ID3795	ARL1	1.15	13	13	ID998|SNRPA	0.0454	0.00263	0.184	0.2	0.533
ID3795	ARL1	1.15	13	13	ID1423|SYNCRIP	0.0215	0.000715	0.0825	0.2	0.533
ID3795	ARL1	1.15	13	13	ID2455|U2AF2	0.0709	0.00183	0.102	0.2	0.533
ID3795	ARL1	1.15	13	13	ID3144|DAZAP1	0.0371	0.00241	0.145	0.2	0.533
ID3795	ARL1	1.15	13	13	ID3437|PTBP1	0.0494	0.00183	0.0588	0.2	0.533
ID3795	ARL1	1.15	13	13	ID6707|MATR3	0.0248	0.00305	0.0958	0.2	0.533
ID3795	ARL1	1.15	13	13	ID10395|SRSF2	0.0457	0.00153	0.0323	0.2	0.533
ID3795	ARL1	1.15	13	13	ID10589|SRSF1	0.0283	0.00269	0.115	0.2	0.533
ID3796	PGD	1.51	17	17	rna	0.174	0.00998	NA	0.382	0.144
ID3796	PGD	1.51	17	17	ID107|RBM8A	-0.042	0.00338	0.0445	0.382	0.144
ID3796	PGD	1.51	17	17	ID260|RBM4	0.0708	0.00315	0.0913	0.382	0.144
ID3796	PGD	1.51	17	17	ID673|KHDRBS1	0.0111	0.00549	0.0361	0.382	0.144
ID3796	PGD	1.51	17	17	ID980|PCBP2	0.0295	0.00533	0.0259	0.382	0.144
ID3796	PGD	1.51	17	17	ID998|SNRPA	0.0238	0.00276	0.106	0.382	0.144
ID3796	PGD	1.51	17	17	ID1328|PCBP1	0.0381	0.00638	0.0966	0.382	0.144
ID3796	PGD	1.51	17	17	ID1706|MBNL1	0.0866	0.00611	0.104	0.382	0.144
ID3796	PGD	1.51	17	17	ID2227|HNRNPL	0.0686	0.0032	0.0224	0.382	0.144
ID3796	PGD	1.51	17	17	ID2455|U2AF2	-0.0107	0.00684	0.0536	0.382	0.144
ID3796	PGD	1.51	17	17	ID3437|PTBP1	0.033	0.01	0.0696	0.382	0.144
