ID	IPI	HGNC.symbol	Ensembl.Gene.ID	Chromosome.Name	Gene.Start..bp.	Gene.End..bp.	Strand
ID4637	IPI00917263	EXOC6B	ENSG00000144036	2	72403113	73053170	-1
ID4638	NA	PARVA	ENSG00000197702	11	12398732	12552348	1
ID4639	IPI00238277	ZFR2	ENSG00000105278	19	3804022	3869030	-1
ID4640	IPI00032190	IHH	ENSG00000163501	2	219919142	219925189	-1
ID4642	NA	ZCCHC14	ENSG00000140948	16	87439852	87525651	-1
ID4643	IPI00604400	ZCCHC14	ENSG00000140948	16	87439852	87525651	-1
ID4644	IPI00059764	ZNF428	ENSG00000131116	19	44111371	44124026	-1
ID4645	IPI00419234	GK2	ENSG00000196475	4	80327508	80329372	-1
ID4646	NA	SNTB1	ENSG00000172164	8	121547985	121825513	-1
ID4647	IPI00867642	ACSM1	ENSG00000166743	16	20634559	20710212	-1
ID4648	NA	DPY19L1	ENSG00000173852	7	34968488	35077883	-1
ID4649	IPI00657663	NBPF15	ENSG00000243452	1	148555979	148596267	1
ID4650	NA	BAZ2A	ENSG00000076108	12	56989380	57030600	-1
ID4651	IPI00909083	GSPT1	ENSG00000103342	16	11961985	12009939	-1
ID4652	IPI00739732	BEX4	ENSG00000102409	X	102470020	102472174	1
ID4653	IPI00028642	TSHR	ENSG00000165409	14	81421333	81612646	1
ID4654	IPI01025844	TSHR	ENSG00000165409	14	81421333	81612646	1
ID4655	IPI00292398	TRIM31	ENSG00000137397	HSCHR6_MHC_QBL	30060243	30070446	-1
ID4656	IPI00002802	LOX	ENSG00000113083	5	121398890	121413980	-1
ID4657	IPI00174799	TSPO2	ENSG00000112212	6	41010293	41012076	1
ID4658	NA	SNRPE	ENSG00000182004	1	203830731	203839678	1
ID4659	IPI00434968	SUMO4	ENSG00000177688	6	149721495	149722177	1
ID4660	IPI01008760	SFTPC	ENSG00000168484	8	22014426	22021992	1
ID4661	IPI00335541	TIMELESS	ENSG00000111602	12	56810903	56843187	-1
ID4662	IPI00217054	SMURF1	ENSG00000198742	7	98625061	98741723	-1
ID4663	NA	CTNS	ENSG00000040531	17	3539762	3564836	1
ID4664	IPI00032214	BRD1	ENSG00000100425	22	50166931	50221160	-1
ID4665	IPI00328204	ZNRF4	ENSG00000105428	19	5455426	5456867	1
ID4666	NA	PLK3	ENSG00000173846	1	45265897	45271662	1
ID4667	IPI00465269	OR7E24	ENSG00000237521	19	9361606	9362820	1
ID4668	IPI00005585	TAX1BP3	ENSG00000213977	17	3566196	3571976	-1
ID4669	IPI00939572	ABCA12	ENSG00000144452	2	215796266	216003151	-1
ID4670	IPI00964847	GTF2H2B	ENSG00000226259	5	69711179	69743885	1
ID4671	IPI00022628	MAP7	ENSG00000135525	6	136663875	136871957	-1
ID4672	IPI00410380	PACRG	ENSG00000112530	6	163148164	163736524	1
ID4673	NA	RIMS2	ENSG00000176406	8	104512976	105268322	1
ID4674	IPI00909113	PEX5	ENSG00000139197	12	7341281	7371170	1
ID4675	IPI00220232	EIF2B4	ENSG00000115211	2	27587219	27593353	-1
ID4676	IPI00386927	AKAP9	ENSG00000127914	7	91570181	91739987	1
ID4677	IPI00909039	ICAM1	ENSG00000090339	19	10381511	10397291	1
ID4678	IPI00218371	PRPS1L1	ENSG00000229937	7	18066405	18067486	-1
ID4679	IPI00880155	FAM182B	ENSG00000175170	20	25744102	25848861	-1
ID4680	NA	BEST1	ENSG00000167995	11	61717293	61732987	1
ID4681	IPI00395002	HOMER3	ENSG00000051128	19	19040010	19052070	-1
ID4682	NA	IBA57	ENSG00000181873	1	228353516	228369958	1
ID4684	IPI00215967	BTN2A1	ENSG00000112763	6	26458150	26476849	1
ID4685	IPI00744767	SAMD4A	ENSG00000020577	14	55033815	55260033	1
ID4686	NA	SAMD4A	ENSG00000020577	14	55033815	55260033	1
ID4687	IPI00985050	WDTC1	ENSG00000142784	1	27561007	27635110	1
ID4688	IPI00218858	MAP2K3	ENSG00000034152	17	21187984	21218552	1
ID4689	IPI00220438	MAP2K3	ENSG00000034152	17	21187984	21218552	1
ID4690	NA	SNX29	ENSG00000048471	16	12070594	12668146	1
ID4691	IPI00939755	DUSP10	ENSG00000143507	1	221874766	221915518	-1
ID4692	IPI00026482	SPINT3	ENSG00000101446	20	44141101	44144264	-1
ID4693	IPI00477001	STRN3	ENSG00000196792	14	31363005	31495607	-1
ID4694	IPI00032112	DIRAS3	ENSG00000162595	1	68511645	68517314	-1
ID4695	NA	RAB22A	ENSG00000124209	20	56884752	56942563	1
ID4696	NA	BUB1	ENSG00000169679	2	111395275	111435691	-1
ID4697	IPI00783305	BUB1	ENSG00000169679	2	111395275	111435691	-1
ID4698	IPI00893164	ETV2	ENSG00000105672	19	36132647	36135773	1
ID4699	NA	TCF20	ENSG00000100207	22	42556019	42739622	-1
ID4702	IPI00295437	LAMB4	ENSG00000091128	7	107663993	107770801	-1
ID4703	IPI00902857	PYGO1	ENSG00000171016	15	55831088	55881145	-1
ID4704	IPI00947060	STXBP5L	ENSG00000145087	3	120626919	121143608	1
ID4705	IPI00236852	SGSM3	ENSG00000100359	22	40766595	40806293	1
ID4706	NA	PYGO1	ENSG00000171016	15	55831088	55881145	-1
ID4707	IPI00640223	PHC3	ENSG00000173889	3	169804520	169899537	-1
ID4708	IPI00010381	SORCS3	ENSG00000156395	10	106400859	107024993	1
ID4709	IPI00296668	ZNF391	ENSG00000124613	6	27342394	27371683	1
ID4710	NA	TRAC	ENSG00000229164	14	23016447	23021097	1
ID4711	IPI00166708	KHDRBS2	ENSG00000112232	6	62389865	62996132	-1
ID4712	IPI00219337	FANCA	ENSG00000187741	16	89803957	89883065	-1
ID4713	IPI01026082	GABRA5	ENSG00000186297	15	27111510	27194354	1
ID4714	IPI00847858	ZNF492	ENSG00000229676	19	22817126	22850472	1
ID4715	IPI00005715	UBE4B	ENSG00000130939	1	10092890	10241297	1
ID4716	IPI00019141	AGPAT1	ENSG00000206324	HSCHR6_MHC_QBL	32093612	32103496	-1
ID4717	IPI00641356	HLA-DQB2	ENSG00000196610	HSCHR6_MHC_QBL	32652598	32660056	-1
ID4718	IPI00000760	DDAH2	ENSG00000228128	HSCHR6_MHC_SSTO	31684774	31688353	-1
ID4719	NA	LARGE	ENSG00000133424	22	33558212	34318829	-1
ID4721	IPI00852685	DIAPH1	ENSG00000131504	5	140894583	140998622	-1
ID4722	IPI00879892	LARGE	ENSG00000133424	22	33558212	34318829	-1
ID4723	IPI00719838	UBOX5	ENSG00000185019	20	3088219	3140842	-1
ID4724	NA	PSMD5	ENSG00000095261	9	123577774	123605262	-1
ID4725	NA	TSC22D2	ENSG00000196428	3	150126122	150184218	1
ID4726	IPI00165261	SCFD1	ENSG00000092108	14	31091318	31205018	1
ID4727	IPI00030542	CTAGE9	ENSG00000236761	6	132029581	132032206	-1
ID4728	NA	SRGAP3	ENSG00000196220	3	9022275	9404737	-1
ID4729	IPI00294982	ESR1	ENSG00000091831	6	151977826	152450754	1
ID4730	IPI00376358	GPLD1	ENSG00000112293	6	24424793	24495433	-1
ID4731	NA	UBR2	ENSG00000024048	6	42531800	42661242	1
ID4732	IPI00015182	ABCC6	ENSG00000091262	16	16242785	16317379	-1
ID4733	NA	MTRF1L	ENSG00000112031	6	153308497	153323820	-1
ID4734	IPI00027508	IL1R1	ENSG00000115594	2	102681004	102796334	1
ID4735	IPI00023920	TTC39A	ENSG00000085831	1	51752930	51810788	-1
ID4737	IPI00027032	LYPLA2	ENSG00000011009	1	24117460	24122029	1
ID4738	NA	FCF1	ENSG00000119616	14	75179847	75203394	1
ID4739	IPI00926158	GTF2IRD2	ENSG00000196275	7	74210483	74267847	-1
ID4740	IPI00174885	ZNF780A	ENSG00000197782	19	40575059	40596845	-1
ID4741	NA	CAT	ENSG00000121691	11	34460472	34493609	1
ID4742	NA	PDE4DIP	ENSG00000178104	1	144836157	145076186	-1
ID4743	NA	APOBEC3G	ENSG00000239713	22	39436924	39483748	1
ID4744	NA	MCM3AP	ENSG00000160294	21	47655047	47706211	-1
ID4745	IPI00028954	MCM3AP	ENSG00000160294	21	47655047	47706211	-1
ID4746	NA	TMEM63A	ENSG00000196187	1	226033237	226070069	-1
ID4747	NA	HECW1	ENSG00000002746	7	43152198	43605600	1
ID4748	NA	IST1	ENSG00000182149	16	71879899	71962913	1
ID4749	NA	RIOK3	ENSG00000101782	18	21032787	21066567	1
ID4751	NA	SATB2	ENSG00000119042	2	200134223	200335989	-1
ID4752	IPI00783835	LTN1	ENSG00000198862	21	30300466	30365270	-1
ID4753	NA	TTC12	ENSG00000262377	HG306_PATCH	113185251	113254266	1
ID4754	NA	GUSBP3	ENSG00000253203	5	68790040	69006341	-1
ID4755	NA	FBXW12	ENSG00000164049	3	48413709	48442666	1
ID4756	NA	FGD2	ENSG00000146192	6	36973422	36996846	1
ID4757	NA	NCOA2	ENSG00000140396	8	71021997	71316040	-1
ID4758	NA	TCF12	ENSG00000140262	15	57210821	57591479	1
ID4759	NA	ADAM12	ENSG00000148848	10	127700950	128077024	-1
ID4760	IPI00922876	KDM4B	ENSG00000127663	19	4969125	5153606	1
ID4761	NA	SPATS2L	ENSG00000196141	2	201170604	201346986	1
ID4762	NA	RSU1	ENSG00000148484	10	16632610	16859527	-1
ID4763	NA	RREB1	ENSG00000124782	6	7107830	7252213	1
ID4764	IPI00163446	IGHD	ENSG00000211898	14	106303099	106312010	-1
ID4765	IPI00334647	PHF7	ENSG00000010318	3	52444673	52457657	1
ID4766	IPI00947558	SMC4	ENSG00000113810	3	160117062	160152750	1
ID4767	NA	TSC2	ENSG00000103197	16	2097466	2138716	1
ID4768	IPI00743133	DLEU2	ENSG00000231607	13	50601269	50699856	-1
ID4769	IPI00607848	BRMS1	ENSG00000174744	11	66104804	66112596	-1
ID4770	IPI00218802	NEUROG2	ENSG00000178403	4	113434672	113437328	-1
ID4771	IPI00477709	LST1	ENSG00000235915	HSCHR6_MHC_APD	31565222	31568007	1
ID4772	IPI00386907	UBR4	ENSG00000127481	1	19401000	19536770	-1
ID4773	IPI00168911	CEP41	ENSG00000265594	HG1308_PATCH	130036375	130082274	-1
ID4774	NA	ERBB3	ENSG00000065361	12	56473641	56497289	1
ID4775	NA	SH2D3C	ENSG00000095370	9	130500596	130541020	-1
ID4776	NA	TBC1D2B	ENSG00000167202	15	78276378	78370066	-1
ID4777	NA	SEC24D	ENSG00000150961	4	119643978	119759838	-1
ID4778	NA	SEMA3D	ENSG00000153993	7	84624869	84816171	-1
ID4779	NA	ZNF518A	ENSG00000261900	HG339_PATCH	97889472	97965046	1
ID4780	NA	FLCN	ENSG00000154803	17	17115526	17140502	-1
ID4781	IPI00010717	MVK	ENSG00000110921	12	110011060	110035067	1
ID4782	NA	SDHD	ENSG00000204370	11	111957497	111990353	1
ID4783	NA	BCAT2	ENSG00000105552	19	49298319	49314286	-1
ID4784	NA	GRIK2	ENSG00000164418	6	101846664	102517958	1
ID4785	NA	LMAN2	ENSG00000169223	5	176758563	176778853	-1
ID4786	NA	SLC26A3	ENSG00000091138	7	107405912	107443670	-1
ID4788	NA	GSDMB	ENSG00000073605	17	38060848	38076107	-1
ID4789	IPI00983969	MAST2	ENSG00000086015	1	46252659	46501796	1
ID4790	NA	MAST2	ENSG00000086015	1	46252659	46501796	1
ID4791	IPI00945690	MBNL1	ENSG00000152601	3	151961617	152183569	1
ID4792	IPI00008290	EPHA5	ENSG00000145242	4	66185281	66536213	-1
ID4793	NA	HSD3B1	ENSG00000203857	1	120049821	120057681	1
ID4794	NA	HLA-DRB4	ENSG00000227357	HSCHR6_MHC_SSTO	32509573	32524536	-1
ID4795	IPI00455329	PLXNB1	ENSG00000164050	3	48445261	48471594	-1
ID4797	NA	PDE4B	ENSG00000184588	1	66258197	66840259	1
ID4798	IPI00101645	AHCYL2	ENSG00000158467	7	128864864	129070052	1
ID4799	NA	TEF	ENSG00000167074	22	41763337	41795330	1
ID4800	IPI00748341	BRF1	ENSG00000185024	14	105675623	105781926	-1
ID4801	NA	RBFA	ENSG00000101546	18	77794358	77806397	1
ID4802	IPI00549736	ASCC2	ENSG00000100325	22	30184597	30234271	-1
ID4803	IPI00910860	DLX2	ENSG00000115844	2	172964167	172967628	-1
ID4804	NA	TFAP2B	ENSG00000008196	6	50786436	50815326	1
ID4805	IPI00219563	PLCB1	ENSG00000182621	20	8112824	8949003	1
ID4806	IPI00885112	SHBG	ENSG00000129214	17	7517382	7536700	1
ID4807	IPI00098827	HSPB11	ENSG00000081870	1	54382247	54411602	-1
ID4808	IPI00977320	MPPED2	ENSG00000066382	11	30406040	30608419	-1
ID4809	IPI00293078	DDX27	ENSG00000124228	20	47835884	47860614	1
ID4810	NA	SPATA5L1	ENSG00000171763	15	45694529	45713617	1
ID4811	IPI00006742	GYG2	ENSG00000056998	X	2746829	2800859	1
ID4812	IPI00641384	SEC16A	ENSG00000148396	9	139334549	139372141	-1
ID4813	IPI00872073	KDM5A	ENSG00000073614	12	389295	498620	-1
ID4814	IPI00001348	SFI1	ENSG00000198089	22	31884674	32014572	1
ID4815	IPI01009428	CPNE6	ENSG00000100884	14	24540046	24547309	1
ID4816	IPI00945213	CFTR	ENSG00000001626	7	117105838	117356025	1
ID4817	IPI00386035	FLG	ENSG00000143631	1	152274651	152297679	-1
ID4818	IPI01014578	PPP5C	ENSG00000011485	19	46850251	46896238	1
ID4819	IPI00926625	ZYX	ENSG00000159840	7	143078173	143088204	1
ID4820	NA	ST3GAL4	ENSG00000110080	11	126225535	126310239	1
ID4821	IPI00025830	WEE1	ENSG00000166483	11	9595228	9615004	1
ID4822	IPI00925635	IGFALS	ENSG00000099769	16	1840414	1844972	-1
ID4823	IPI00900269	SMARCA4	ENSG00000127616	19	11071598	11176071	1
ID4824	IPI00743489	SLC6A2	ENSG00000103546	16	55689516	55740104	1
ID4825	IPI00216528	ATP2B1	ENSG00000070961	12	89981828	90103077	-1
ID4826	IPI00965227	FBN2	ENSG00000138829	5	127593601	127994878	-1
ID4827	IPI00170770	PHF3	ENSG00000118482	6	64345725	64489229	1
ID4828	IPI00235003	FAS	ENSG00000026103	10	90750414	90775542	1
ID4829	IPI00333568	NFYA	ENSG00000001167	6	41040684	41067715	1
ID4830	IPI00735451	IGHG1	ENSG00000211896	14	106202680	106209408	-1
ID4831	IPI00297477	SNRPA1	ENSG00000131876	15	101821715	101835487	-1
ID4832	IPI00293038	NR4A3	ENSG00000119508	9	102584137	102629173	1
ID4833	IPI00027430	SPN	ENSG00000197471	16	29674300	29682187	1
ID4834	NA	ZNF224	ENSG00000267680	19	44598492	44612479	1
ID4835	IPI00395768	STX3	ENSG00000166900	11	59480929	59573354	1
ID4836	IPI00289982	IRF4	ENSG00000137265	6	391739	411447	1
ID4837	IPI00981040	IRF4	ENSG00000137265	6	391739	411447	1
ID4838	IPI00020191	PTP4A2	ENSG00000184007	1	32372022	32410457	-1
ID4839	NA	SPAM1	ENSG00000106304	7	123565286	123611468	1
ID4840	NA	GART	ENSG00000159131	21	34876238	34915797	-1
ID4841	IPI00893559	GRM8	ENSG00000179603	7	126078652	126893348	-1
ID4842	IPI00219922	COL11A2	ENSG00000235708	HSCHR6_MHC_MCF	33300827	33330643	-1
ID4843	IPI00946868	RUNX2	ENSG00000124813	6	45295894	45632086	1
ID4844	NA	MKRN2	ENSG00000075975	3	12598513	12625212	1
ID4845	IPI00013735	FASTKD2	ENSG00000118246	2	207630081	207657233	1
ID4846	IPI00514390	TLE4	ENSG00000106829	9	82186688	82341658	1
ID4848	NA	EPOR	ENSG00000187266	19	11488236	11495018	-1
ID4849	NA	HLA-DOA	ENSG00000230141	HSCHR6_MHC_MCF	33005421	33010855	-1
ID4850	IPI00179555	HTR3A	ENSG00000166736	11	113845603	113861035	1
ID4851	IPI00339311	MCF2	ENSG00000101977	X	138663929	138790386	-1
ID4852	NA	LDLR	ENSG00000130164	19	11200038	11244492	1
ID4853	IPI00026781	FASN	ENSG00000169710	17	80036214	80056208	-1
ID4854	IPI00013302	ADAM15	ENSG00000143537	1	155023042	155035252	1
ID4855	IPI00651739	GRM7	ENSG00000196277	3	6811688	7783215	1
ID4856	IPI00219568	PGK2	ENSG00000170950	6	49753366	49755053	-1
ID4857	NA	CDC25C	ENSG00000158402	5	137620954	137674044	-1
ID4858	IPI00556582	GBX1	ENSG00000164900	7	150845676	150871832	-1
ID4859	NA	AZGP1P1	ENSG00000214313	7	99578385	99585158	1
ID4860	IPI00166729	AZGP1	ENSG00000160862	7	99564343	99573780	-1
ID4861	NA	RBBP4	ENSG00000162521	1	33116743	33151812	1
ID4862	IPI00743605	TMEM212	ENSG00000186329	3	171561139	171656505	1
ID4863	NA	OSBPL10	ENSG00000144645	3	31699382	32119072	-1
ID4864	NA	RPS4X	ENSG00000198034	X	71475529	71497150	-1
ID4865	NA	RARB	ENSG00000077092	3	25215823	25639423	1
ID4866	NA	CYB5A	ENSG00000166347	18	71920530	71959251	-1
ID4867	IPI00423460	IGHA1	ENSG00000211895	14	106173457	106175002	-1
ID4869	IPI00848309	SIRPA	ENSG00000198053	20	1875154	1920543	1
ID4870	IPI00003406	DBN1	ENSG00000113758	5	176883609	176901402	-1
ID4871	NA	CFTR	ENSG00000001626	7	117105838	117356025	1
ID4872	NA	KPNB1	ENSG00000108424	17	45726842	45762871	1
ID4873	IPI00216445	CXCR4	ENSG00000121966	2	136871919	136875735	-1
ID4874	NA	KRT84	ENSG00000161849	12	52771596	52779436	-1
ID4875	IPI00018380	FOXD4	ENSG00000170122	9	116237	118417	-1
ID4876	IPI00103437	NTRK3	ENSG00000140538	15	88418230	88799999	-1
ID4877	NA	SKAP2	ENSG00000005020	7	26706681	27034858	-1
ID4878	NA	IGHG1	ENSG00000211896	14	106202680	106209408	-1
ID4879	NA	SOX15	ENSG00000129194	17	7491496	7493488	-1
ID4880	NA	NPTXR	ENSG00000221890	22	39214457	39239987	-1
ID4881	NA	RDH11	ENSG00000072042	14	68143518	68162531	-1
ID4882	NA	PLEKHG3	ENSG00000126822	14	65170820	65213610	1
ID4883	IPI00414863	NCR2	ENSG00000096264	6	41303393	41318625	1
ID4884	IPI00941813	AGER	ENSG00000206320	HSCHR6_MHC_QBL	32106368	32109724	-1
ID4885	IPI00555975	FAM13A	ENSG00000138640	4	89647106	90032549	-1
ID4887	IPI00894180	ETV1	ENSG00000006468	7	13930853	14031050	-1
ID4888	NA	MUC3A	ENSG00000169894	7	100547187	100611118	1
ID4889	IPI00853238	GNAS	ENSG00000087460	20	57414773	57486247	1
ID4890	NA	GNAS	ENSG00000087460	20	57414773	57486247	1
ID4891	IPI00965100	MUC7	ENSG00000171195	4	71296209	71348714	1
ID4892	IPI00893217	ETV1	ENSG00000006468	7	13930853	14031050	-1
ID4893	NA	DMPK	ENSG00000104936	19	46272975	46285810	-1
ID4894	IPI01010510	DMPK	ENSG00000104936	19	46272975	46285810	-1
ID4895	IPI00012734	DMP1	ENSG00000152592	4	88571459	88585513	1
ID4897	IPI00642645	MTHFR	ENSG00000177000	1	11845780	11866977	-1
ID4898	NA	CD300A	ENSG00000167851	17	72462555	72480933	1
ID4899	IPI00021841	APOA1	ENSG00000118137	11	116706467	116708666	-1
ID4901	IPI00916830	HOXD3	ENSG00000128652	2	177001340	177037830	1
ID4902	IPI00414784	CD300A	ENSG00000167851	17	72462555	72480933	1
ID4903	IPI00394745	HOMER2	ENSG00000103942	15	83509838	83654661	-1
ID4904	IPI00001356	OR2H2	ENSG00000206512	HSCHR6_MHC_QBL	29555617	29556679	1
ID4905	NA	CHRNB3	ENSG00000147432	8	42552519	42592550	1
ID4906	IPI00023078	C1orf68	ENSG00000198854	1	152691998	152692905	1
ID4907	IPI00893376	NCR1	ENSG00000189430	19	55417508	55427508	1
ID4908	NA	ADAM3A	ENSG00000197475	8	39308564	39380371	-1
ID4909	NA	FXYD2	ENSG00000137731	11	117671559	117699413	-1
ID4910	NA	RPL7	ENSG00000147604	8	74202506	74208024	-1
ID4911	NA	RNASE1	ENSG00000129538	14	21269387	21271437	-1
ID4912	IPI00061780	ITCH	ENSG00000078747	20	32951041	33099198	1
ID4913	IPI00008296	NCR1	ENSG00000189430	19	55417508	55427508	1
ID4914	NA	PCLO	ENSG00000186472	7	82383329	82792246	-1
ID4915	IPI00296540	PHTF2	ENSG00000006576	7	77428122	77586818	1
ID4916	IPI00011942	ZSCAN12	ENSG00000158691	6	28346732	28367511	-1
ID4917	IPI00027717	GEMIN4	ENSG00000179409	17	647654	657239	-1
ID4918	IPI00742124	UBXN7	ENSG00000163960	3	196074533	196159345	-1
ID4919	IPI00642013	TTC39A	ENSG00000085831	1	51752930	51810788	-1
ID4920	IPI00401867	ST20	ENSG00000180953	15	80191182	80216044	-1
ID4921	IPI00004459	DIMT1	ENSG00000086189	5	61683081	61699766	-1
ID4922	IPI00791006	MUC4	ENSG00000145113	3	195473636	195539148	-1
ID4923	NA	AMACR	ENSG00000242110	5	33986283	34008220	-1
ID4924	IPI00000044	PDGFB	ENSG00000100311	22	39619364	39640756	-1
ID4925	NA	SNRNP200	ENSG00000144028	2	96940074	96971297	-1
ID4926	IPI01026445	KIAA0930	ENSG00000100364	22	45586219	45636650	-1
ID4927	IPI00640020	CXCR3	ENSG00000186810	X	70835766	70838367	-1
ID4928	NA	MED14	ENSG00000180182	X	40507558	40595110	-1
ID4929	NA	TNKS	ENSG00000173273	8	9413424	9639856	1
ID4930	IPI00829633	SLC35E2B	ENSG00000189339	1	1592939	1624167	-1
ID4931	NA	PMCHL1	ENSG00000168967	5	22142461	22152465	1
ID4932	IPI00844042	IQCE	ENSG00000106012	7	2598632	2654368	1
ID4933	IPI00031557	CTH	ENSG00000116761	1	70876901	70905534	1
ID4934	IPI00479272	CAMK1G	ENSG00000008118	1	209757062	209787283	1
ID4935	IPI00025829	CYP2B6	ENSG00000197408	19	41497204	41524303	1
ID4936	NA	MTAP	ENSG00000099810	9	21802542	21931646	1
ID4937	IPI00030144	PPIAL4E	ENSG00000231267	1	148644011	148644795	1
ID4938	NA	VDAC1	ENSG00000213585	5	133307606	133340824	-1
ID4939	IPI00216308	VDAC1	ENSG00000213585	5	133307606	133340824	-1
ID4940	NA	BTBD7	ENSG00000011114	14	93703896	93799438	-1
ID4942	NA	UBB	ENSG00000170315	17	16284112	16286059	1
ID4943	IPI00008993	TRAT1	ENSG00000163519	3	108541545	108573852	1
ID4945	IPI00022633	TNK1	ENSG00000174292	17	7283853	7293093	1
ID4946	NA	NF2	ENSG00000186575	22	29999545	30094587	1
ID4947	NA	ARHGAP1	ENSG00000175220	11	46698630	46722165	-1
ID4948	IPI00791973	EDN3	ENSG00000124205	20	57875482	57901047	1
ID4949	NA	PTGER4P2	ENSG00000184523	9	66499743	66499994	1
ID4950	IPI00220862	SIGLEC7	ENSG00000168995	19	51645556	51656783	1
ID4951	NA	TSPY1	ENSG00000258992	Y	9236076	9307357	1
ID4952	IPI00923424	ACAN	ENSG00000157766	15	89346674	89418585	1
ID4953	IPI00025464	MT1F	ENSG00000198417	16	56691606	56694610	1
ID4954	IPI00216067	GK	ENSG00000198814	X	30671476	30748725	1
ID4955	IPI00014171	HERPUD1	ENSG00000051108	16	56965960	56977798	1
ID4957	NA	SMPD1	ENSG00000166311	11	6411655	6416228	1
ID4958	IPI00000070	LDLR	ENSG00000130164	19	11200038	11244492	1
ID4959	IPI00880059	APC2	ENSG00000115266	19	1446300	1473243	1
ID4960	NA	UGT2B15	ENSG00000196620	4	69512348	69536346	-1
ID4961	IPI01015667	ZFX	ENSG00000005889	X	24167290	24234372	1
ID4962	IPI00745991	PTPRB	ENSG00000127329	12	70910630	71031220	-1
ID4963	NA	RARG	ENSG00000172819	12	53604354	53626764	-1
ID4964	NA	IL2	ENSG00000109471	4	123372625	123377880	-1
ID4966	IPI00218843	LTK	ENSG00000062524	15	41795836	41806085	-1
ID4967	NA	ZNF259	ENSG00000109917	11	116648436	116658766	-1
ID4968	IPI00007730	C14orf1	ENSG00000133935	14	76116134	76127532	-1
ID4969	IPI00917506	PRDM1	ENSG00000057657	6	106534195	106557814	1
ID4970	IPI00409607	CAMSAP2	ENSG00000118200	1	200708686	200829832	1
ID4971	IPI00513854	N4BP2L1	ENSG00000139597	13	32974861	33002315	-1
ID4972	IPI00004312	STAT2	ENSG00000170581	12	56735381	56753939	-1
ID4973	IPI00027144	CYB561	ENSG00000008283	17	61509665	61523739	-1
ID4974	IPI00010130	GLUL	ENSG00000135821	1	182350839	182361341	-1
ID4975	IPI00419727	BTNL3	ENSG00000168903	5	180415845	180433727	1
ID4976	IPI00030351	DLG1	ENSG00000075711	3	196769431	197026171	-1
ID4977	NA	CEACAM3	ENSG00000170956	19	42300369	42315591	1
ID4978	IPI00328860	IL9R	ENSG00000124334	X	155227246	155240482	1
ID4979	NA	SLC6A2	ENSG00000103546	16	55689516	55740104	1
ID4980	NA	TEX33	ENSG00000185264	22	37387163	37403882	-1
ID4981	IPI00005811	MLH3	ENSG00000119684	14	75480467	75518235	-1
ID4982	NA	WAPAL	ENSG00000062650	10	88195013	88281572	-1
ID4985	IPI00375731	RBM10	ENSG00000182872	X	47004268	47046212	1
ID4986	IPI00004497	BCR	ENSG00000186716	22	23521891	23660224	1
ID4987	IPI00329352	NOMO1	ENSG00000103512	16	14927538	14990017	1
ID4988	IPI00871988	SFXN3	ENSG00000107819	10	102790991	102800998	1
ID4989	IPI00007636	ASB4	ENSG00000005981	7	95107756	95169544	1
ID4990	NA	ASB4	ENSG00000005981	7	95107756	95169544	1
ID4991	NA	EZR	ENSG00000092820	6	159186773	159240444	-1
ID4992	IPI00027883	MAST1	ENSG00000105613	19	12944765	12985765	1
ID4993	IPI00815947	HBB	ENSG00000244734	11	5246694	5250625	-1
ID4994	IPI00843975	EZR	ENSG00000092820	6	159186773	159240444	-1
ID4996	IPI00218407	ALDOB	ENSG00000136872	9	104182860	104198105	-1
ID4998	IPI00375705	SIRPB1	ENSG00000101307	20	1544167	1600707	-1
ID4999	IPI00332890	ZNF154	ENSG00000179909	19	58208735	58220579	-1
ID5000	IPI01015143	DIAPH2	ENSG00000147202	X	95939662	96859996	1
ID5001	IPI00384119	SLC7A8	ENSG00000092068	14	23594504	23652883	-1
ID5002	IPI00152535	CHD5	ENSG00000116254	1	6161853	6240183	-1
ID5003	NA	SQSTM1	ENSG00000161011	5	179233388	179265078	1
ID5004	NA	SH3BP2	ENSG00000087266	4	2794750	2842825	1
ID5005	IPI00307226	EPO	ENSG00000130427	7	100318423	100321323	1
ID5006	NA	TTTY2	ENSG00000212855	Y	9578193	9596085	1
ID5007	IPI00003384	CELSR1	ENSG00000075275	22	46756731	46933067	-1
ID5008	IPI01018795	RUNX1	ENSG00000159216	21	36160098	37376965	-1
ID5009	IPI00334116	SCNN1A	ENSG00000111319	12	6456009	6486896	-1
ID5010	NA	PLLP	ENSG00000102934	16	57290004	57318599	-1
ID5011	NA	RPL15	ENSG00000174748	3	23958036	23965183	1
ID5012	NA	RAB7A	ENSG00000075785	3	128444965	128533639	1
ID5013	IPI00023788	TMPRSS15	ENSG00000154646	21	19641433	19858197	-1
ID5014	IPI00000352	DYRK1B	ENSG00000105204	19	40315990	40324841	-1
ID5015	NA	GNA11	ENSG00000088256	19	3094408	3124002	1
ID5016	IPI00220494	SERPINB13	ENSG00000197641	18	61254223	61271873	1
ID5017	IPI00719148	PRAMEF10	ENSG00000187545	1	12952727	12958101	-1
ID5018	NA	MYL4	ENSG00000198336	17	45277812	45301045	1
ID5019	NA	TSSK2	ENSG00000206203	22	19118321	19120134	1
ID5020	IPI00071447	SERHL2	ENSG00000183569	22	42949623	42970388	1
ID5021	NA	SHOX2	ENSG00000168779	3	157814948	157824292	-1
ID5022	IPI00218398	MMP14	ENSG00000157227	14	23305766	23318236	1
